id,weight,year,country_code,country_name,country_year,life_evaluation,life_satisfaction,positive_affect,absence_negative_affect,gender,age,age_squared,relationship_status,food,housing,health,water,air,healthcare,security,security_obj,social_support,respect,education,interesting_activity,recreation,occupation,freedom,personal_income,relative_income,country_average_food,country_average_housing,country_average_health,country_average_water,country_average_air,country_average_healthcare,country_average_security,country_average_security_obj,country_average_social_support,country_average_respect,country_average_education,country_average_interesting_activity,country_average_recreation,country_average_occupation,country_average_freedom,gdp,growth,social_protection,welfare_state,government_effectiveness,democracy,importance_rich,religious,altruistic_behaviour,rating_economic_conditions,confidence_institutions,expected_economic_conditions,satisfaction_standard_living,gini
4981,2.7562050708474493,2020,DNK,Denmark,Denmark_2021,9,NA,0.7548865213552841,0.826261133531803,male,56,3106,separated,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,8.204977080925202,36.5870950938383,92.28756324937241,68.47839129739285,71.84280572816785,78.44206101039364,90.64338416967581,74.99799893801533,79.63748011193539,89.70508568877987,95.11517504704987,88.56203825587076,88.89670988787879,61.2034134440386,69.97174539828731,96.19299892803595,83.6272489433209,10.319104191730965,-0.7475267602867752,90.97670398320328,NA,1.6985593523012439,1.5194923918546284,NA,yes (practising),0.01189215395135662,2,0.41275234031040414,0,1,32.54702252420628
7330,0.754507815967929,2012,CZE,Czechia,Czechia_2013,7,NA,0.0001700075117688656,0.922497907356745,female,56,1980,single,1,1,1,NA,NA,1,1,1,0,0,1,0,1,1,1,8.535988183384035,74.54794596809249,81.79227706364811,89.70524907878055,67.9521328369107,70.78772247809161,70.09756969526802,65.58674878556002,54.898600862205456,80.27980729569482,87.75248644798666,79.42541997296729,73.05367616617657,55.01546329348169,59.418529090216246,91.59800584008593,71.71922984471782,9.931671950088376,2.9496019769397264,81.95497750396243,NA,0.9467754168344622,0.9313488548087954,NA,yes (practising),0.7403927932914921,NA,0.9669236694952164,NA,NA,30.904824942068487
3237,0.3087311274944499,2013,GBR,United Kingdom,United Kingdom_2012,6,NA,0.9073447748265205,0.934717347875455,male,47,2670,partnered,1,1,1,NA,NA,NA,1,NA,NA,0,1,1,0,1,NA,10.37540104541411,76.33382218204616,92.02405735029792,58.31545326378373,79.2625871499957,80.50135000591827,84.82390342560106,76.37510670162106,53.94635662610477,89.11201936940029,87.41790508589214,89.02590208050118,73.24457537915472,60.100247045016864,60.544473700185804,89.10158662024142,89.36713544378868,10.597012697221754,-0.9446082473154882,86.87301811240698,23.310403613129264,1.0886474853601533,0.9314053921568406,2.7147658703902247,NA,NA,NA,NA,NA,NA,32.99171381517488
3654,0.9979954490811459,2012,TJK,Tajikistan,Tajikistan_2010,5,NA,0.9208329262537441,0.9588649478987212,female,19,1784,single,0,1,0,1,0,1,1,1,NA,0,0,0,1,0,1,5.9802760151014915,31.093222808852484,66.86677482096445,63.501680612552605,71.67712473248028,63.63572471030856,83.51398633293768,59.47849448270272,82.84034350413127,87.57774858339428,74.61229554412809,79.60054902406804,72.40867663345448,27.578822830599968,67.84685748791651,93.88204231538043,73.71560371105747,7.950683673189845,3.933924761835857,42.8772195688378,NA,-0.9547974670763387,-1.2436720652298028,NA,yes (practising),0.9849775029605458,NA,0.8753949122706192,0,1,NA
6899,1.1048655996090724,2014,COM,Comoros,Comoros_2011,3,NA,0.7515869764417449,0.730480441076654,female,17,1903,single,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,8.757219632019925,79.26101397019757,45.18755464084132,54.50030267526105,77.2513202065446,49.889419327221894,81.5998132527189,27.37940677513284,68.32760550756453,83.16958550250287,66.27175319906964,83.75103232093022,47.899598431114256,52.82826640044826,66.61302955033968,93.9406113713085,46.987313558574996,8.430305082747768,8.186422816732263,NA,NA,-1.6863620578999392,-0.2506818209642767,NA,yes (practising),0.2717952637510327,NA,0.9926973964619801,0,0,NA
4926,0.8645828353594511,2014,MMR,Myanmar,Myanmar_2017,3,NA,0.5356762560533713,0.6573108398618437,female,40,2731,partnered,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,7.089802261142459,50.65104834931886,39.81473235235878,51.42901560552264,81.74544476292229,86.24486053619688,85.75697063703791,76.85489872215068,58.36259297303643,85.65725946187483,78.97611529361272,67.53978247308802,56.49501354596765,35.13678667371695,57.67671731917014,91.37782020297965,80.31898969473664,8.203745898288524,5.638847073670281,9.79316642165865,NA,-0.8609548223995026,-1.1328003055523617,NA,yes (formally),0.7678059168069321,3,0.9784471463560065,0,1,31.387794899223977
6764,1.3799317385868575,2014,HUN,Hungary,Hungary_2011,4,NA,0.4747889656112135,0.7524386867921676,female,70,4041,partnered,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,8.629546199734103,63.17708897278865,70.15565956464388,89.48476515799503,71.41608848457693,81.4466999810933,80.72237707751755,65.30118332773385,54.09527841311788,77.95781331702302,82.99037553100007,72.72183747358338,70.12037100190138,48.240506701071965,49.13576414553322,92.26148731280819,60.3113960050702,10.257516652455283,-0.15299728053376527,85.35088114812886,NA,0.5772048413250312,0.9392896960602094,3.471455628826637,yes (formally),0.0801908323894976,NA,0.6777294398712213,0,0,28.928201245931184
7552,1.4846000721305406,2012,KWT,Kuwait,Kuwait_2012,3,NA,0.5412666884074147,0.13655411858330246,female,42,2082,separated,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,1,9.86561950084002,63.015501535112705,98.97863716145875,90.62020645080881,NA,NA,NA,NA,NA,NA,84.21198477581477,87.17785766390875,86.02026643243362,65.23032644128956,89.33375807513679,NA,86.73028685516326,10.433759263486177,-2.3070492006463024,19.484041007439615,NA,-0.4843213119958353,-0.4482652565318091,3.7323624193260043,NA,NA,NA,0.8286166246931708,NA,NA,NA
6704,1.421083243977104,2017,LTU,Lithuania,Lithuania_2018,9,NA,0.08105463750907818,0.8968328082784693,female,52,2085,partnered,1,0,1,1,1,0,1,1,NA,NA,1,NA,1,1,0,9.36659781815319,62.14077906280871,71.35156435596582,74.99036230339983,73.2645562477704,66.91305424179163,85.17154521429387,59.493722475479814,73.80484100861665,89.52016129611485,88.60636141080074,77.45163287506912,91.59691725996312,49.180286161816625,54.534230152465724,96.36497124526302,73.69546265172315,10.540831639545015,2.3090006924216557,83.71041859551674,NA,0.9853627311504161,0.8876820376605526,NA,yes (practising),0.25589593836341146,3,0.2653817981807924,0,1,37.198942843342294
8272,0.6420899249167383,2019,ALB,Albania,Albania_2020,3,NA,0.10555192608547,0.037549773444036996,male,45,3197,partnered,0,0,0,0,0,0,0,0,NA,NA,1,0,NA,1,NA,5.939024972477843,22.300207327747312,53.25423262349107,78.71415177730178,67.81335606398697,69.00544867264654,66.7768367788993,50.83978538764866,68.27252851396476,88.95372917343933,44.80482807186715,82.08656455155192,44.36072579181353,32.53536940803643,64.7828183967498,92.66398542565936,74.2400633125319,9.768561807299502,0.8757259351469695,77.34678921933875,NA,0.601867494709291,-0.11806805815856863,NA,NA,0.3983006586326267,1,0.3055858374803779,0,0,36.49700159518579
3515,0.31825081376384234,2015,ZMB,Zambia,Zambia_2015,3,NA,0.9914318836095847,0.48764300720145365,female,31,771,single,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,7.383623028894123,76.55415521751586,34.57153558083241,51.88024842597469,71.46605712241275,46.35532296466196,82.63880399823525,55.74404574789511,48.68402527763229,75.72741393833948,68.7321740730105,84.6697616261503,39.9146618336319,51.572926897475504,62.322311895878784,91.48225883496374,75.84929440903534,8.048016227243306,-1.2752745336683926,36.72345814799782,NA,-0.5668722911714081,-0.3295909096781424,3.9375444841342553,yes (practising),0.40096544059867156,NA,0.9669865307476002,0,1,59.89017850130815
5617,1.386049043502766,2010,IRQ,Iraq,Iraq_2011,5,NA,0.5071182871954184,0.2174269913320356,male,29,2061,single,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,6.409858634052955,73.27806201200123,79.14244046956826,64.98666018061921,74.16673805575745,32.42436985015016,52.55128753899353,27.34257209899541,44.27860850394596,86.19191893516584,75.65619246402406,82.933524574926,39.865766446193554,44.86703264602711,45.22015719840342,84.3514157855585,35.095773737702395,8.96048192943951,3.8662659459123465,42.817979734521316,NA,-1.068271286359828,-0.8409635808583278,3.3532467385365776,yes (practising),0.05423692724273001,NA,0.5624444088211699,NA,1,NA
3979,1.062032675332543,2012,LTU,Lithuania,Lithuania_2012,6,NA,0.8136140430808423,0.7927673068261447,female,41,1865,partnered,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,9.348396680891433,40.38111794631578,81.4842537646729,56.042927241256976,73.10302743484506,77.78626333534203,64.81373899820073,53.63541670434448,46.562650485952084,87.50827823963773,80.04258360580535,74.07811946048574,73.24361542107559,46.06950931913607,63.888043227848705,91.20512364768295,47.040092709100776,10.144161483767578,6.110235624052573,86.19405481213309,NA,0.8629866637735659,1.4382358328266074,NA,yes (formally),0.70144065416857,NA,0.33135332275388485,0,1,36.188174217756576
3987,0.6218015442223318,2010,USA,United States,United States_2010,8,NA,0.7670651317293894,0.7975037328588047,male,29,1856,single,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,9.474295967853834,47.08428092352323,82.54459714250571,76.57807156364312,76.98093453653948,82.91529722354868,87.55070361066602,71.14900972702436,60.533570547895735,78.78713283216358,79.14212434583156,81.30898920265076,96.11842763724418,61.124842689265314,61.73406682210849,93.07072070470545,81.32291898914843,10.337396846033684,-1.137754006280424,77.91891483942385,23.49470708783436,0.5243886011534151,0.930454990311529,2.3341613925508717,yes (practising),0.668688921243892,NA,0.47239051536073373,0,1,40.165224776770685
4620,3.616766470712624,2013,SRB,Serbia,Serbia_2012,4,NA,0.9201920048497593,0.4978418397439765,female,41,3284,widowed,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,9.246886820018773,83.7606417967978,70.34786381191182,84.41545206470074,61.67232548202233,57.589158501390436,61.94204983750063,52.66209732280373,54.362548051195574,86.07021188691093,80.30774163416508,79.43886191629227,71.6152418649609,37.39838303382282,44.44706990166076,92.93983477036616,47.20878217138271,9.090080588611817,1.0499016061883606,46.154086301887006,NA,-0.3658360262878202,-0.16173732548359981,3.3057854697804934,yes (formally),0.07423817474702865,NA,0.7156502018968588,0,1,35.741039978219085
3610,0.4276246431286158,2012,MDA,Moldova,Moldova_2014,5,NA,0.05639419211853385,0.2563999128849287,female,36,1416,separated,1,1,1,1,1,1,0,1,0,0,0,0,1,1,NA,9.318484718888325,55.03055417246115,69.43654567299974,81.65616160278374,72.72613544943951,60.53234808395375,68.56972208784072,44.018617529872266,42.00470093489378,84.9802480806967,74.48409802967646,74.41510054016847,72.34085680745831,42.14387508347152,56.44794033839937,91.71801935720801,59.59130216282809,9.545987091503976,2.415376547332789,52.28634578067727,NA,-0.12799246571358042,0.06694645459924202,3.05860396134817,yes (practising),0.016404004841692802,NA,0.3376692675515561,0,0,28.571599482766707
3595,1.7696874966262093,2017,SEN,Senegal,Senegal_2018,3,NA,0.5054932291011099,0.2971547224671064,female,27,833,partnered,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,5.702315721110534,20.633226973006572,59.623374430889484,57.46075905179033,70.4351949904519,51.02756813035425,62.23554133965661,52.032244085844745,45.25392413090596,72.77079022723545,68.80216575370844,86.05088336754345,34.713867591055966,70.65554599822936,70.96461838735773,92.68214589431398,66.78798993754287,8.268144127619502,3.618339602166241,19.98945418971146,NA,-0.2826025408619788,0.0074282780707795315,NA,yes (practising),0.2918218591680148,2,0.86048295973467,0,1,39.02428253952418
6222,1.5166196886657963,2011,SLV,El Salvador,El Salvador_2011,1,NA,0.4926742992454163,0.6293806103279239,female,48,4030,partnered,1,1,1,0,0,0,0,1,1,NA,1,1,0,0,0,5.430718246454945,28.27514572131523,45.558755136465216,75.59859610565671,76.68021987414997,73.59409250352596,76.82466228251396,70.402872294112,38.95702450775726,74.57803070357018,68.61052741604514,93.36794754354116,63.200698176741206,56.6441746390997,80.24787173645052,89.32275088728606,76.36434496899982,9.009477814048376,1.5828253447568654,28.492938927658955,NA,-0.6992498457416272,-0.6221688626655371,NA,yes (practising),0.12143204099002797,NA,0.2609313208241713,0,0,42.366816874632036
7050,2.5673455458058343,2019,HUN,Hungary,Hungary_2019,6,NA,0.2861680637154158,0.8233576978177344,male,22,880,single,1,0,1,1,0,NA,0,1,1,0,0,1,0,1,0,10.13045816066011,63.15556602263669,85.4379401859035,94.9433812266561,74.53643953744442,67.39731079215285,73.00241043876102,56.77510121298664,68.23679515911871,90.49210846776788,95.08110249914519,89.03692618692298,76.96515423224407,48.464826975268075,54.00101501140653,89.35065217781789,76.98367243035823,10.624032802115567,5.577522838461078,86.26529216247695,NA,0.38963674843550994,0.21469937420827176,2.935265176078495,no,0.03420282366945592,1,0.600270450870236,0,NA,29.41230125515002
3823,3.2489852795211416,2012,LBN,Lebanon,Lebanon_2012,8,NA,0.03218951157627854,0.544444059750742,female,34,1294,partnered,1,1,NA,0,0,1,1,1,1,0,0,0,0,1,0,9.014408791844259,41.87932835832684,77.9490745925679,81.56654424356681,80.17997611282195,44.27276995645479,41.402331719024126,43.74222419102028,64.65427278029364,89.4434960706553,60.8612119414349,87.6794240782935,68.72598877043039,31.66911595147648,57.72157146125196,92.17792611979895,64.73057190978284,9.882913786122986,-2.4716192071098915,30.98172404039387,NA,-0.4513204338051089,-0.5089958664750072,3.966590382181699,yes (practising),0.5517062764999963,NA,NA,0,0,NA
4406,0.907571083307371,2014,IND,India,India_2013,7,NA,0.4964461285469187,0.8557676839407251,female,51,3455,partnered,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,5.54916923162658,30.902553664476976,79.26546684432383,83.65904865169095,69.9171969757711,69.9923156817009,73.08587558110152,58.92680362105837,56.7060970739625,86.32424433426266,63.68033158924699,76.41992128453542,32.566001588928195,48.321997923137886,76.5625508842972,94.46553138639798,75.42939699615306,8.575283265000001,-1.1643526499404517,20.88752956395639,NA,-0.022427907633039174,0.7730159148732453,3.321127914049698,yes (practising),0.6511351918147517,NA,0.49237282069084337,0,1,NA
6259,1.3233808426571523,2018,PER,Peru,Peru_2018,5,NA,0.9600016179258678,0.19946158661645308,female,48,2967,partnered,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,5.9375998473687766,33.97259684128716,47.81437818295373,60.94013156773482,74.81701137841686,64.8764143765797,62.07683589691468,30.605802096327487,39.71389561220537,82.69400757797574,65.13381947509055,83.60456798583125,74.62934098848321,68.5769961344518,66.15471393134449,94.02576788461518,71.95110507961986,9.577408543689135,-0.7620114111186476,29.647967516201827,NA,-0.49036645561746967,0.48832193668798207,2.3609779940930635,yes (practising),0.3119312398473091,2,0.28082871290666683,0,1,46.37002093915359
3546,2.275539049926118,2020,SLV,El Salvador,El Salvador_2021,4,NA,0.9830466018282427,0.3007148438220419,female,39,3649,partnered,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,7.14829355722907,59.01103805815998,43.76378884084552,61.70874741733033,76.53921681607278,75.54493501058646,81.93783453151677,59.88083464573383,60.76026388791703,86.65552956606103,76.04163337614303,95.01777230103842,33.19213947386805,69.32927913211843,72.82403272258372,87.93834956486371,76.60332788837614,9.01066879519915,1.8774756697129191,27.510208929245945,NA,0.2158509715184262,0.07362141973485048,NA,yes (practising),0.5370352010836251,1,0.4796808151261639,0,0,41.74373427396385
4796,3.4180131483928533,2016,CAF,Central African Republic,Central African Republic_2017,3,NA,0.40982141366779323,0.9764930213659552,female,20,980,single,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,5.406761168146006,23.689405604903513,21.071410609949798,37.67394336788448,43.27864051103724,39.52889391375149,64.63010173953101,30.82191107319568,31.025663806481262,64.1431938837541,38.673073548341016,69.55476791107043,28.144053793916108,48.37786629654083,59.17718688639334,87.03223309597222,63.75556595035567,6.771867566929929,0.4360677442018024,11.122829831012524,NA,-0.45337412156890045,-0.8458628424184373,NA,yes (practising),0.023899102716559095,1,0.6598733471315138,0,1,NA
6300,2.44556060388009,2014,MLT,Malta,Malta_2014,4,NA,0.04723302093309695,0.4971325565140629,female,69,5150,partnered,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,8.070134249625537,27.74855830840485,89.11419856870863,87.57656343323583,83.02998108161594,80.72418631698027,54.20383277030062,81.1803824385719,75.23356521511822,90.70919123949531,80.10614812725548,91.9780613502407,81.1873346432491,55.93378066543092,69.36405901485281,94.46780337260789,85.79251374094842,10.38919067096298,5.790233288851511,NA,NA,0.4959439209293489,1.171855615414204,NA,yes (practising),0.7102315661160851,NA,0.311000288978843,NA,NA,28.990195147123128
3640,1.0753561003416485,2017,ITA,Italy,Italy_2018,8,NA,0.9741565967233191,0.7105664051760284,male,61,2990,partnered,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,9.43055248544316,31.949910479377785,87.28295225826186,79.37056831698474,82.6198771735307,54.85807229496544,56.33384507601091,47.47474313003956,56.50679501238547,84.63463235118536,89.67279152578625,74.48159715463804,62.624915697060956,50.534751012555994,55.31174363563182,93.27680684193831,59.95800951049666,10.681227741041369,-1.4376896249943407,79.4797497102561,27.39001563782817,0.2224546941761072,0.5769510867339276,NA,yes (practising),0.08293508221400167,3,0.5619912308543173,0,1,33.80854182873488
2992,1.9248315615087406,2012,SLV,El Salvador,El Salvador_2011,6,NA,0.936382505102581,0.28681010921998207,female,33,770,partnered,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,8.037441962262825,65.3593238088971,53.72627426496291,79.61903404972824,83.43521804014406,70.79746392767457,78.7668544064887,64.30756753518031,36.053554514386356,65.48627225053455,71.16860649795899,93.82756367123831,55.99947953155402,71.62616635195435,71.49522763942383,92.15112993835876,81.08032088436408,9.584592432574158,0.7870312623462008,22.335728761704996,NA,0.023728353568590765,-0.0838452809347334,NA,yes (practising),0.5771073103400219,NA,0.30057170023182994,0,0,39.991122413811794
5473,2.093647681851875,2015,CHN,China,China_2017,9,NA,0.893080504047852,0.7772807517682085,male,37,2213,partnered,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,7.312812390183006,50.03293805937582,75.72149966803534,78.97825745425516,81.8480766365707,61.91010543890811,66.86016505834328,56.26767267512376,77.5716451219445,85.1711822498754,71.24176759125457,88.10991987023553,41.266177416002385,39.05141505375638,66.57726594727147,96.21318181254469,84.08304690353872,9.515275691708649,5.0549854425597704,51.48314230801619,NA,0.17061708291993447,-1.3794104516672523,3.3407042319273006,NA,0.204957187810647,2,NA,0,1,38.24581702531176
5308,0.5994146947875867,2014,RUS,Russian Federation,Russian Federation_2014,3,NA,0.9070422651945624,0.9706663168100241,male,26,4531,partnered,0,1,1,1,0,0,0,1,1,1,1,NA,0,1,0,9.6723868632341,88.16686966895267,72.90426721528577,83.87445222871895,67.70624439952503,56.66800109847681,64.28868767590549,43.485163736927646,54.467447140778454,88.8610100716356,86.39071930098817,84.86347268448851,81.07703864298685,46.604595558450825,63.10835777830207,96.2622570959279,79.59928607386101,8.116224374323558,-8.154646811415283,83.6833006113529,NA,-0.09260896359378819,-0.7058350194590102,3.3837274492151246,yes (formally),0.08055595229247844,NA,0.037603780278375847,0,0,40.007949073168646
5284,1.18670073639096,2015,SAU,Saudi Arabia,Saudi Arabia_2015,6,NA,0.981301094209528,0.7471190468042319,male,31,1204,partnered,1,1,1,1,0,1,NA,NA,1,1,1,0,1,0,1,11.31909565273258,78.30740905003822,54.02272651936306,69.2144005005668,82.61762568241713,69.66605087380566,61.09953101035879,74.50957044293337,NA,NA,63.435982008505206,87.94442628254006,74.72481501391397,54.55814713051598,63.72594447992707,88.72539116325653,74.89874335611718,10.389579742999205,0.7297482059351279,67.56336758045089,NA,0.5717163045847509,-0.9641670552722399,NA,NA,0.6279346861080792,NA,NA,0,0,NA
3901,0.5452716674276069,2016,DOM,Dominican Republic,Dominican Republic_2017,3,NA,0.9453758875696379,0.8876070381592361,male,47,2620,single,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,8.68695056983487,67.03217042894752,51.07655760290404,44.706927545928075,76.51572420007963,68.67676704272867,69.87164786524676,52.30513869758896,43.59665708307555,72.36830578324741,89.18873718306509,90.21778559933196,51.61409143932991,60.855216893994104,66.39905857728326,87.19472508695564,76.00179745827296,9.783242153473692,2.4536894637601057,59.20027879677861,NA,0.8379294872999423,0.4108466535476938,NA,yes (practising),0.0013376467731953635,1,0.1352299705303802,0,0,42.4012704151012
5546,1.0218960667368049,2012,IRN,"Iran, Islamic Rep.","Iran, Islamic Rep._2012",5,NA,0.9207503681066834,0.49833364210757486,female,48,2778,separated,0,0,0,1,1,1,0,NA,0,1,1,0,0,1,1,8.746991126069917,80.39905812773556,54.29196181264356,55.189849335204556,78.88701138453442,68.28715686994445,58.5699363449473,54.32026521511807,52.40990879427003,NA,60.61545649490491,86.58945288322505,55.65140131321334,37.355554562208866,55.48864749475376,87.81837491591357,80.8438064236537,9.335158734102711,0.1516460118477797,55.849712626265514,NA,-0.26357986561190816,-1.5750148388978988,3.794974622143644,NA,NA,NA,0.8158011843684579,0,1,38.797295398629934
3540,0.9749893789005579,2019,ARG,Argentina,Argentina_2020,5,NA,0.994151379506218,0.3891642277144242,male,43,1533,partnered,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,9.339454342362604,24.67050532538844,65.92091266562255,73.30837899849641,83.57580197866488,69.18525536246787,79.96133122280969,57.877424345694415,34.020059798899275,65.53953615243697,87.27120393689356,94.99700536422557,65.49728976113943,44.99604611868032,68.89694248839969,89.05857225307192,83.21816664006211,9.950857111899605,-5.524566989532961,57.07130807208042,NA,-0.356886173877024,0.8321780845214019,2.7439391270715583,yes (formally),0.032404789116712046,2,0.25986154987880766,0,1,41.58152022144561
3884,1.6195428221168469,2009,ALB,Albania,Albania_2009,3,NA,0.08009431087844858,0.6075308466983091,female,58,2850,partnered,1,0,0,0,1,0,0,0,0,0,1,1,0,NA,0,9.11865321822348,38.316081075317015,68.01023111751924,84.56024072162303,67.40026813244975,38.23171087954826,54.0157250453987,37.40105246907169,73.1593709040916,83.66557286966592,80.3091491862116,81.7756910347721,62.96914039414358,42.952908657049434,68.36590892597872,NA,48.237130819605525,9.062252827714234,7.146253150243194,62.27550207483384,NA,0.040343790672207225,0.04872174545217438,NA,yes (practising),0.6704278093799829,NA,NA,0,0,NA
5044,3.513804547128272,2012,LTU,Lithuania,Lithuania_2009,4,NA,0.9777158623737867,0.9504828493144397,male,38,942,partnered,1,1,1,NA,NA,0,1,1,1,NA,0,0,1,1,1,6.56585055677734,25.280287861140913,83.50255251210193,62.12454216990028,73.31612594556717,78.98289116727798,69.87493113553353,41.33679856390275,41.305454741223585,85.63577694942524,94.20345608732669,61.475068558036,66.87074105475311,36.69200562450091,63.491511154944085,96.58169063586672,48.327072324070244,9.179682509016587,0.7833887182587949,90.76487754583593,NA,0.6488752640168756,0.7513241364346286,NA,yes (practising),0.04559390551885997,NA,0.2598594770991831,0,NA,37.09745356525414
5028,1.9077628313935433,2017,CYP,Cyprus,Cyprus_2018,7,NA,0.5271274082831128,0.24617485055185329,female,75,5465,partnered,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,8.704858279251443,47.78591575567291,75.33077228683689,64.1437845334001,86.85541421720984,57.16611103328756,59.03221409434348,50.60892440733489,64.33153048280228,89.75570105947968,76.67144156850468,81.04115963219724,79.7786406576767,34.62408188703794,62.94486451482863,93.43499593397217,78.8976415684803,10.792378918486659,0.20137191373821128,60.71229389643733,NA,1.097997808087599,0.5736432436105072,2.7963510497811987,yes (practising),0.31632494824018087,3,0.8357675709583811,0,1,32.53155225722675
3708,0.6597793743669678,2012,NPL,Nepal,Nepal_2011,2,NA,0.9361424619755824,0.9025909151063869,female,43,2233,partnered,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,6.924857218229699,47.05387129911628,70.89992079391095,84.05833768990816,72.1082012531953,81.65690701372345,90.04233319328219,55.537755563376905,65.51699133907292,92.20931404864469,75.80485328864528,62.17769526062558,26.00194843617607,30.53841287787886,71.26108458973442,90.5214511456713,59.236852789020034,7.932670647735124,3.7513726311787963,19.533851454164477,NA,-0.5575889186052907,0.12713144854676928,NA,yes (practising),NA,NA,0.6488274454753467,0,1,NA
6605,2.89062083615387,2015,NER,Niger,Niger_2015,6,NA,0.17269280006295398,0.1436517098088848,female,22,2488,single,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,5.2900471754033696,31.150167122833366,48.704945318909175,48.029733485889324,74.59727895865171,52.85825404505597,80.62362556013946,33.01379060230824,68.17936943052224,77.69500900200735,79.09313637215405,78.21989534636919,6.154361435060311,64.63835892010418,66.16295974548657,92.03061485419815,73.34077908874899,7.052051570817534,-0.18052518446400012,23.364138981038355,NA,-0.6167091586980474,-0.6609956276433373,NA,yes (practising),0.04672917140123106,NA,0.9992359804964742,0,0,NA
4979,1.2953014322766494,2016,ESP,Spain,Spain_2011,7,NA,0.4387235183197829,0.2792183509748253,female,38,1578,partnered,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,7.330097829082762,11.644854671621053,41.880882959218354,91.78857855395195,80.62915378612665,72.8617500972318,72.2077309724886,51.94873582734152,56.90443502361737,82.1185629264554,78.3332106361586,97.15918167747344,72.85415384788597,62.77892290970506,46.77673649519285,87.3305479437498,75.98888700597792,10.405453567363665,-1.2165843184710396,84.5235634147028,34.2733878260756,0.6341104226432219,0.4862397968709612,3.1714995353509368,yes (practising),0.1629959430869703,NA,0.20992492340797456,0,1,35.88612550887475
4105,2.972498013017964,2010,BGR,Bulgaria,Bulgaria_2010,2,NA,0.04920350612746252,0.4614290139552111,male,46,2280,partnered,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,10.917346208025743,98.93891231661227,58.2589697023685,87.5006771551633,74.87761221204046,61.72066677175484,70.03959879498017,39.49268591306446,62.356310302982266,73.67765429920951,85.68118588281757,87.22346005273755,60.41574388391464,39.6968113316636,65.14246662005183,89.23160436580905,51.344959580206336,9.758638984465101,2.789194734653239,85.53941980981348,NA,-0.009593392308502688,0.5477816949843644,2.7347821742550353,yes (practising),0.19957077866608003,NA,NA,NA,1,34.246871917192905
4160,1.6497395436134963,2015,LVA,Latvia,Latvia_2018,6,NA,0.027550866243148592,0.9980245799604549,male,64,4180,partnered,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,8.464492851996198,50.647027169195624,75.21430469769568,75.05695590451596,65.85643909751721,73.59062604235861,77.50459156228725,43.65377840152616,63.619145660276736,87.59091338233597,73.04796092267522,86.05024907083587,74.81124607122022,31.001602211854625,53.47321464719254,92.95712495002827,63.379538467906855,9.791885442558375,3.1989519947043767,91.59393673645725,NA,0.48718913349045256,0.7286456138689903,NA,yes (practising),0.58353875079932,2,0.03574530491534369,0,0,32.04893734748935
4776,1.5483611027189805,2015,JOR,Jordan,Jordan_2017,3,NA,0.004084554884934969,0.10973932578560613,female,48,1534,separated,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,6.400599199286644,56.81527920026074,60.75227545096979,75.63519992965689,71.9941501951975,60.80239971517635,67.01434099913189,66.17165427347683,64.39620126343402,84.73495990768409,77.69964473335254,90.23876766376982,60.1137055504922,42.06754782129097,52.14180091632549,93.25361870467388,74.72898841794239,9.098503847410697,-1.7128120041627404,26.82255432228529,NA,0.37335475396889617,-0.8943674248708241,3.8584968632626815,NA,0.21283650057517925,1,0.10127186760526641,0,0,NA
