"ref_area","ref_area.label","source","source.label","indicator","indicator.label","sex","sex.label","classif1","classif1.label","time","obs_value","note_classif","note_classif.label"
"ETH","Ethiopia","XA:6458","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",11.6,,
"FIN","Finland","XA:6529","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",100,,
"FIN","Finland","XA:6529","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",100,,
"FJI","Fiji","XA:6408","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",58.9,,
"FRA","France","XA:6462","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",100,,
"FRA","France","XA:6462","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",100,,
"FSM","Micronesia, Federated States of","XA:15718","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",19.4,,
"FSM","Micronesia, Federated States of","XA:15718","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2019",8.2,,
"GBR","United Kingdom","XA:6541","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",92.1,,
"GBR","United Kingdom","XA:6541","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",93.5,,
"GEO","Georgia","XA:6466","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",97.1,,
"GEO","Georgia","XA:6466","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",28.6,,
"GHA","Ghana","XA:6401","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",25.3,,
"GHA","Ghana","XA:6401","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",18.3,,
"GLP","Guadeloupe","XA:15938","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",82.2,,
"GMB","Gambia","XA:6431","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",6.1,,
"GNB","Guinea-Bissau","XA:6557","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",2.1,,
"GNB","Guinea-Bissau","XA:6557","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",0.9,,
"GRC","Greece","XA:6561","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",63.8,,
"GRD","Grenada","XA:6412","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",66.1,,
"GRL","Greenland","XA:16064","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",89.5,,
"GTM","Guatemala","XA:6478","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",13.3,,
"GTM","Guatemala","XA:6478","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",14.5,,
"GTM","Guatemala","XA:6478","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",14.1,,
"GTM","Guatemala","XA:6478","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2017",10.3,,
"GUF","French Guiana","XA:15944","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",56.6,,
"GUY","Guyana","XA:6573","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",100,,
"HKG","Hong Kong, China","XA:6482","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",59.7,,
"HND","Honduras","XA:6577","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",26.6,,
"HRV","Croatia","XA:6398","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",75,,
"HTI","Haiti","XA:6581","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",5.8,,
"HUN","Hungary","XA:6486","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",90,,
"HUN","Hungary","XA:6486","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",86.2,,
"IDN","Indonesia","XA:6585","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",27.8,,
"IND","India","XA:6589","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",24.4,"C15:6264","Social security coverage: Based on information from federal programmes only"
"IND","India","XA:6589","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",22,"C15:6264","Social security coverage: Based on information from federal programmes only"
"IRL","Ireland","XA:6490","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",89.9,,
"IRL","Ireland","XA:6490","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",90.1,,
"IRN","Iran, Islamic Republic of","XA:6593","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",27.8,,
"IRQ","Iraq","XA:6416","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",40.5,,
"ISL","Iceland","XA:6597","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",85.3,,
"ISR","Israel","XA:6494","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",60.6,,
"ISR","Israel","XA:6494","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",54.9,,
"ITA","Italy","XA:6601","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",85.7,,
"JAM","Jamaica","XA:6443","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",30.8,,
"JOR","Jordan","XA:6498","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",26.6,,
"JOR","Jordan","XA:6498","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",27.8,,
"JPN","Japan","XA:6609","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",92.5,,
"JPN","Japan","XA:6609","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",75.4,,
"KAZ","Kazakhstan","XA:6405","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",100,,
"KAZ","Kazakhstan","XA:6405","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",100,,
"KEN","Kenya","XA:6613","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",7.2,,
"KEN","Kenya","XA:6613","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",10.1,,
"KEN","Kenya","XA:6613","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",10.4,,
"KGZ","Kyrgyzstan","XA:6502","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",41.7,,
"KHM","Cambodia","XA:6617","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",6.2,,
"KIR","Kiribati","XA:6447","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",21,,
"KNA","Saint Kitts and Nevis","XA:6621","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",72.4,,
"KOR","Korea, Republic of","XA:6506","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",82.9,,
"KOR","Korea, Republic of","XA:6506","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",65.7,,
"KWT","Kuwait","XA:6420","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",17.7,,
"LAO","Lao People's Democratic Republic","XA:6629","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",12.1,,
"LBN","Lebanon","XA:6510","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",13.9,,
"LBN","Lebanon","XA:6510","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",30,,
"LBR","Liberia","XA:6633","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",6.2,,
"LBY","Libya","XA:6421","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",46.2,,
"LCA","Saint Lucia","XA:6513","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",35.4,,
"LKA","Sri Lanka","XA:6515","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",36.4,,
"LKA","Sri Lanka","XA:6515","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2019",31,,
"LKA","Sri Lanka","XA:6515","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",30.4,,
"LSO","Lesotho","XA:6642","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",9.2,,
"LTU","Lithuania","XA:6516","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",100,,
"LTU","Lithuania","XA:6516","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",92.7,,
"LUX","Luxembourg","XA:6453","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",100,,
"LVA","Latvia","XA:6518","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",96.1,,
"LVA","Latvia","XA:6518","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",96.5,,
"MAC","Macau, China","XA:6422","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",79.9,,
"MDA","Moldova, Republic of","XA:6522","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",42,,
"MDV","Maldives","XA:6524","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",21.2,,
"MEX","Mexico","XA:6457","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",65.7,,
"MEX","Mexico","XA:6457","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2018",62.4,,
"MHL","Marshall Islands","XA:6526","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",25.2,,
"MKD","North Macedonia","XA:6424","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",39,,
"MLI","Mali","XA:6528","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",9.3,,
"MMR","Myanmar","XA:6530","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",6.3,,
"MNE","Montenegro","XA:6400","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",41,,
"MNG","Mongolia","XA:6532","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",100,,
"MNG","Mongolia","XA:6532","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2019",85,,
"MNG","Mongolia","XA:6532","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",72.4,,
"MOZ","Mozambique","XA:6534","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2021",12.7,,
"MOZ","Mozambique","XA:6534","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",13.4,,
"MOZ","Mozambique","XA:6534","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",10.9,,
"MRT","Mauritania","XA:6426","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",6.6,,
"MTQ","Martinique","XA:15930","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",69.3,,
"MWI","Malawi","XA:6409","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",21.3,,
"MYS","Malaysia","XA:6428","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",27.3,,
